==== START logs for container coredns of pod kube-system/coredns-66bc5c9577-2d4h5 ====
maxprocs: Leaving GOMAXPROCS=16: CPU quota undefined
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade3fb14671793481527b7435e35119b25e84eb3a79242b1f470199f8605ace441674db8f1b6715b77448c20dde63e2dc5d2169
CoreDNS-1.12.1
linux/amd64, go1.24.1, 707c7c1
[INFO] 10.244.0.34:50249 - 21638 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.026936146s
[INFO] 10.244.0.34:38199 - 2739 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000374976s
[INFO] 10.244.0.34:55943 - 22710 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000399015s
[INFO] 10.244.0.34:41692 - 13870 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000252381s
[INFO] 10.244.0.34:49167 - 35433 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.026821267s
[INFO] 10.244.0.34:49578 - 42198 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000806181s
[INFO] 10.244.0.34:34526 - 52524 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000880391s
[INFO] 10.244.0.34:43970 - 32597 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00076628s
[INFO] 10.244.0.34:48399 - 11817 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.024107286s
[INFO] 10.244.0.34:41022 - 27000 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000498436s
[INFO] 10.244.0.34:50366 - 11645 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000542682s
[INFO] 10.244.0.34:50102 - 16573 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000517426s
[INFO] 10.244.0.34:56990 - 27007 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.023339633s
[INFO] 10.244.0.34:39964 - 41188 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00084475s
[INFO] 10.244.0.34:59864 - 42570 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000758188s
[INFO] 10.244.0.34:33103 - 26348 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000625599s
[INFO] 10.244.0.34:49369 - 11472 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.032906859s
[INFO] 10.244.0.34:33764 - 60340 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000622347s
[INFO] 10.244.0.34:36548 - 33542 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000587062s
[INFO] 10.244.0.34:44828 - 53159 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00067754s
[INFO] 10.244.0.34:48648 - 38304 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.030578044s
[INFO] 10.244.0.34:44928 - 56017 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000857637s
[INFO] 10.244.0.34:50405 - 60391 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000687094s
[INFO] 10.244.0.34:59661 - 40212 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000593604s
[INFO] 10.244.0.34:55602 - 58936 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.126676575s
[INFO] 10.244.0.34:45039 - 46076 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000489498s
[INFO] 10.244.0.34:33393 - 16470 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000473042s
[INFO] 10.244.0.34:39588 - 30811 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000690547s
[INFO] 10.244.0.34:48021 - 27105 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.023347733s
[INFO] 10.244.0.34:36498 - 14174 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000497229s
[INFO] 10.244.0.34:46317 - 28236 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000333348s
[INFO] 10.244.0.34:36658 - 4205 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000327268s
[INFO] 10.244.0.34:35320 - 40812 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.017496395s
[INFO] 10.244.0.34:44332 - 16363 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000884104s
[INFO] 10.244.0.34:47511 - 12174 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000545575s
[INFO] 10.244.0.34:34289 - 61668 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000622975s
[INFO] 10.244.0.34:52959 - 50487 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.032505999s
[INFO] 10.244.0.34:48229 - 18995 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000782814s
[INFO] 10.244.0.34:33791 - 33705 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000747307s
[INFO] 10.244.0.34:33978 - 25686 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000613021s
[INFO] 10.244.0.34:46398 - 10066 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.336629111s
[INFO] 10.244.0.34:55669 - 37629 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.001045277s
[INFO] 10.244.0.34:50598 - 190 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000580258s
[INFO] 10.244.0.34:40633 - 48563 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000483453s
[INFO] 10.244.0.34:59681 - 46738 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.034622669s
[INFO] 10.244.0.34:37742 - 62628 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.301624445s
[WARNING] plugin/health: Local health request to "http://:8080/health" took more than 1s: 1.601028789s
[INFO] 10.244.0.34:48995 - 56542 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000753427s
[INFO] 10.244.0.34:44306 - 4274 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000620836s
[INFO] 10.244.0.34:52696 - 38479 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000752755s
[INFO] 10.244.0.34:59268 - 40329 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.143834696s
[INFO] 10.244.0.34:42590 - 45909 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000739751s
[INFO] 10.244.0.34:38135 - 30852 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00056821s
[INFO] 10.244.0.34:37825 - 43791 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000584999s
[INFO] 10.244.0.34:35233 - 37331 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.022567656s
[INFO] 10.244.0.34:41308 - 55145 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000581529s
[INFO] 10.244.0.34:44011 - 33366 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000352899s
[INFO] 10.244.0.34:34284 - 40475 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000310323s
[INFO] 10.244.0.34:42100 - 47246 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.832335051s
[INFO] 10.244.0.34:44620 - 5750 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000576636s
[INFO] 10.244.0.34:48953 - 64510 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000591003s
[INFO] 10.244.0.34:37623 - 26596 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000576041s
[INFO] 10.244.0.34:36618 - 38297 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.297847584s
[INFO] 10.244.0.34:49625 - 22887 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.001144067s
[INFO] 10.244.0.34:49874 - 4481 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000771043s
[INFO] 10.244.0.34:49869 - 43289 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000840063s
[INFO] 10.244.0.34:34996 - 50262 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.027863916s
[INFO] 10.244.0.34:41437 - 62602 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000959112s
[INFO] 10.244.0.34:37558 - 34201 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000730507s
[INFO] 10.244.0.34:57048 - 1606 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000616448s
[INFO] 10.244.0.34:41132 - 20059 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.033698021s
[INFO] 10.244.0.34:48920 - 57337 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000990254s
[INFO] 10.244.0.34:50615 - 48394 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.003324004s
[INFO] 10.244.0.34:52781 - 13091 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000995845s
[INFO] 10.244.0.34:42100 - 39369 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.028459853s
[INFO] 10.244.0.34:56082 - 57511 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000701819s
[INFO] 10.244.0.34:53771 - 54840 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000668545s
[INFO] 10.244.0.34:40864 - 10954 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000657255s
[INFO] 10.244.0.34:46908 - 10660 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.036292372s
[INFO] 10.244.0.34:42765 - 36986 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000536713s
[INFO] 10.244.0.34:55680 - 24375 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000562169s
[INFO] 10.244.0.34:39190 - 48603 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000513456s
[INFO] 10.244.0.34:38277 - 50188 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.043660672s
[INFO] 10.244.0.34:57882 - 804 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000896442s
[INFO] 10.244.0.34:46112 - 51968 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000795959s
[INFO] 10.244.0.34:46491 - 49990 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000661381s
[INFO] 10.244.0.34:42990 - 58628 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.03592863s
[INFO] 10.244.0.34:60647 - 3776 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000989935s
[INFO] 10.244.0.34:54239 - 43248 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000686283s
[INFO] 10.244.0.34:38474 - 41984 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000628402s
[INFO] 10.244.0.34:55831 - 51460 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.25541092s
[INFO] 10.244.0.34:47595 - 39557 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000613104s
[INFO] 10.244.0.34:33074 - 18858 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.002112702s
[INFO] 10.244.0.34:33038 - 35138 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000624705s
[INFO] 10.244.0.34:53753 - 54632 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.021597892s
[INFO] 10.244.0.34:47432 - 15747 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000199089s
[INFO] 10.244.0.34:46560 - 44574 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000143904s
[INFO] 10.244.0.34:56585 - 1226 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.0001196s
[INFO] 10.244.0.34:59462 - 60324 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.011666594s
[INFO] 10.244.0.34:35733 - 28853 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000332436s
[INFO] 10.244.0.34:52425 - 15249 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000248071s
[INFO] 10.244.0.34:52913 - 38580 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00023737s
[INFO] 10.244.0.34:48165 - 36131 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.013397442s
[INFO] 10.244.0.34:33697 - 58882 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000228748s
[INFO] 10.244.0.34:46764 - 3822 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000209546s
[INFO] 10.244.0.34:51892 - 62412 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000140997s
[INFO] 10.244.0.34:36856 - 7755 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.01275475s
[INFO] 10.244.0.34:34658 - 59984 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000386528s
[INFO] 10.244.0.34:56611 - 10227 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000596607s
[INFO] 10.244.0.34:59511 - 39230 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000269553s
[INFO] 10.244.0.34:54100 - 44496 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.017445419s
[INFO] 10.244.0.34:48719 - 10405 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000352701s
[INFO] 10.244.0.34:55444 - 46241 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000261145s
[INFO] 10.244.0.34:60593 - 28931 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000240695s
[INFO] 10.244.0.34:58906 - 61673 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.020595801s
[INFO] 10.244.0.34:44348 - 20456 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000357322s
[INFO] 10.244.0.34:48273 - 47485 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000317626s
[INFO] 10.244.0.34:52144 - 62300 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000217126s
[INFO] 10.244.0.34:55120 - 34357 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.018799118s
[INFO] 10.244.0.34:58188 - 13551 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000372301s
[INFO] 10.244.0.34:48522 - 15598 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000229209s
[INFO] 10.244.0.34:50045 - 32809 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00024061s
[INFO] 10.244.0.34:56621 - 27576 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.021380613s
[INFO] 10.244.0.34:52447 - 53498 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000189771s
[INFO] 10.244.0.34:51391 - 26208 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000114875s
[INFO] 10.244.0.34:59919 - 63771 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000083755s
[INFO] 10.244.0.34:51971 - 7592 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.014787327s
[INFO] 10.244.0.34:40778 - 31403 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000446953s
[INFO] 10.244.0.34:50919 - 42210 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000338037s
[INFO] 10.244.0.34:55625 - 53732 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000244761s
[INFO] 10.244.0.34:46727 - 65316 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.017995499s
[INFO] 10.244.0.34:37247 - 32789 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000171618s
[INFO] 10.244.0.34:54432 - 25126 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000120649s
[INFO] 10.244.0.34:44090 - 19242 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000203011s
[INFO] 10.244.0.34:35873 - 15413 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.033700327s
[INFO] 10.244.0.34:36557 - 56533 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000473477s
[INFO] 10.244.0.34:57686 - 8700 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000424161s
[INFO] 10.244.0.34:34370 - 54570 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000311442s
[INFO] 10.244.0.34:43082 - 2068 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.020870043s
[INFO] 10.244.0.34:60873 - 44018 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000200548s
[INFO] 10.244.0.34:53952 - 22161 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000160771s
[INFO] 10.244.0.34:49299 - 49571 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000134972s
[INFO] 10.244.0.34:43348 - 12297 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.028088013s
[INFO] 10.244.0.34:44164 - 22485 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000345644s
[INFO] 10.244.0.34:36951 - 48785 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000258858s
[INFO] 10.244.0.34:51650 - 33665 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000205334s
[INFO] 10.244.0.34:47223 - 55594 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.021758312s
[INFO] 10.244.0.34:51877 - 13411 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000345156s
[INFO] 10.244.0.34:34324 - 51739 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000303938s
[INFO] 10.244.0.34:54554 - 53429 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000289003s
[INFO] 10.244.0.34:44569 - 14169 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.015954379s
[INFO] 10.244.0.34:43047 - 4959 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000264446s
[INFO] 10.244.0.34:34751 - 45471 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000137091s
[INFO] 10.244.0.34:59419 - 20983 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000108218s
[INFO] 10.244.0.34:54606 - 4846 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.046587945s
[INFO] 10.244.0.34:37778 - 17064 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000309688s
[INFO] 10.244.0.34:35441 - 12262 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000308007s
[INFO] 10.244.0.34:53451 - 51308 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000222733s
[INFO] 10.244.0.34:45159 - 31219 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.017344832s
[INFO] 10.244.0.34:59081 - 49359 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000295078s
[INFO] 10.244.0.34:35354 - 37907 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000240258s
[INFO] 10.244.0.34:58931 - 21090 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000261537s
[INFO] 10.244.0.34:50057 - 30669 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.015874327s
[INFO] 10.244.0.34:40448 - 3772 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000256693s
[INFO] 10.244.0.34:33885 - 15919 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.00031756s
[INFO] 10.244.0.34:37410 - 45052 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000207496s
[INFO] 10.244.0.34:54758 - 12668 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.040235332s
[INFO] 10.244.0.34:38984 - 1160 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.00030721s
