==== START logs for container coredns of pod kube-system/coredns-66bc5c9577-2d4h5 ====
maxprocs: Leaving GOMAXPROCS=16: CPU quota undefined
.:53
[INFO] plugin/reload: Running configuration SHA512 = e7e8a6c4578bf29b9f453cb54ade3fb14671793481527b7435e35119b25e84eb3a79242b1f470199f8605ace441674db8f1b6715b77448c20dde63e2dc5d2169
CoreDNS-1.12.1
linux/amd64, go1.24.1, 707c7c1
[INFO] 10.244.0.24:33071 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000227145s
[INFO] 10.244.0.26:47746 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001208773s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:35308->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:39304 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000353031s
[INFO] 10.244.0.26:34850 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000575106s
[INFO] 10.244.0.26:41480 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000271271s
[INFO] 10.244.0.23:54403 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001081896s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:34526->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:52365 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.00060347s
[INFO] 10.244.0.23:46179 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.0006264s
[INFO] 10.244.0.23:42130 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000709762s
[INFO] 10.244.0.27:55173 - 9711 "A IN kafka-0.kafka.orderflow.svc.cluster.local. udp 59 false 512" NXDOMAIN qr,aa,rd 152 0.000609596s
[INFO] 10.244.0.27:55173 - 42217 "AAAA IN kafka-0.kafka.orderflow.svc.cluster.local. udp 59 false 512" NXDOMAIN qr,aa,rd 152 0.000745775s
[INFO] 10.244.0.27:60510 - 20328 "A IN kafka-0.kafka.svc.cluster.local. udp 49 false 512" NXDOMAIN qr,aa,rd 142 0.00069791s
[INFO] 10.244.0.27:60510 - 8288 "AAAA IN kafka-0.kafka.svc.cluster.local. udp 49 false 512" NXDOMAIN qr,aa,rd 142 0.00128365s
[INFO] 10.244.0.27:42756 - 29507 "AAAA IN kafka-0.kafka.cluster.local. udp 45 false 512" NXDOMAIN qr,aa,rd 138 0.000483753s
[INFO] 10.244.0.27:42756 - 1882 "A IN kafka-0.kafka.cluster.local. udp 45 false 512" NXDOMAIN qr,aa,rd 138 0.000534941s
[INFO] 10.244.0.27:44681 - 60485 "A IN kafka-0.kafka. udp 31 false 512" NXDOMAIN qr,rd,ra 31 0.034433122s
[INFO] 10.244.0.27:44681 - 54110 "AAAA IN kafka-0.kafka. udp 31 false 512" NXDOMAIN qr,rd,ra 31 0.034918129s
[INFO] 10.244.0.24:51096 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.000369529s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:57099->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:53651 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000343168s
[INFO] 10.244.0.24:33132 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000471232s
[INFO] 10.244.0.24:59691 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000317632s
[INFO] 10.244.0.26:34387 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001237945s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:59512->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:50204 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000412583s
[INFO] 10.244.0.26:44321 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000946472s
[INFO] 10.244.0.26:50517 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000459133s
[INFO] 10.244.0.23:51502 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.000941263s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:33567->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:37950 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000407147s
[INFO] 10.244.0.23:58632 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000445397s
[INFO] 10.244.0.23:34282 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.00029781s
[INFO] 10.244.0.24:52357 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001166167s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:45901->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:58525 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000311221s
[INFO] 10.244.0.24:50248 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000338395s
[INFO] 10.244.0.24:47709 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.00025035s
[INFO] 10.244.0.26:44069 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001534129s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:59023->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:57836 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000598374s
[INFO] 10.244.0.26:43125 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.00050347s
[INFO] 10.244.0.26:34558 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000671414s
[INFO] 10.244.0.23:38557 - 17 "A IN postgres. udp 26 false 512" - - 0 2.001138943s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:49063->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:37005 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000297729s
[INFO] 10.244.0.23:58114 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000264791s
[INFO] 10.244.0.23:42873 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000234274s
[INFO] 10.244.0.24:57542 - 21 "A IN postgres. udp 26 false 512" - - 0 2.000772229s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:52749->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:40984 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000515656s
[INFO] 10.244.0.24:34156 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000509024s
[INFO] 10.244.0.24:53592 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000550352s
[INFO] 10.244.0.26:40473 - 21 "A IN postgres. udp 26 false 512" - - 0 2.001565297s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:47145->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:50905 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000480804s
[INFO] 10.244.0.26:51656 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.00037357s
[INFO] 10.244.0.26:42252 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000636114s
[INFO] 10.244.0.23:37240 - 21 "A IN postgres. udp 26 false 512" - - 0 2.000592192s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:39951->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:40783 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000359947s
[INFO] 10.244.0.23:55384 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000253192s
[INFO] 10.244.0.23:59734 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000299373s
[INFO] 10.244.0.24:59083 - 25 "A IN postgres. udp 26 false 512" - - 0 2.001276353s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:47126->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:60788 - 25 "A IN postgres. udp 26 false 512" - - 0 2.001828912s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:38114->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:57585 - 25 "A IN postgres. udp 26 false 512" - - 0 2.000941119s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:43826->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.19:51537 - 17936 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000769005s
[INFO] 10.244.0.19:33736 - 46096 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000826998s
[INFO] 10.244.0.19:43730 - 21713 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.000900654s
[INFO] 10.244.0.19:34393 - 46363 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.320503839s
[INFO] 10.244.0.24:48978 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000768165s
[INFO] 10.244.0.24:45425 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000724455s
[INFO] 10.244.0.24:42720 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000535452s
[INFO] 10.244.0.26:35662 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000823544s
[INFO] 10.244.0.26:49589 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000795584s
[INFO] 10.244.0.26:58465 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000731676s
[INFO] 10.244.0.23:57300 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000857936s
[INFO] 10.244.0.23:41592 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000575129s
[INFO] 10.244.0.23:55356 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000626388s
[INFO] 10.244.0.24:41513 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.001841279s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:33752->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:37655 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000663605s
[INFO] 10.244.0.24:34840 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000682902s
[INFO] 10.244.0.24:41380 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000584334s
[INFO] 10.244.0.26:55311 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.00166262s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:32881->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:48042 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000446555s
[INFO] 10.244.0.26:51395 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.00041748s
[INFO] 10.244.0.26:60116 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000531103s
[INFO] 10.244.0.23:39413 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.002921693s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:32994->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:43199 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000856532s
[INFO] 10.244.0.23:43635 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000472695s
[INFO] 10.244.0.23:33408 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000488794s
[INFO] 10.244.0.24:60150 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.002730829s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:42649->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:47110 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.001222288s
[INFO] 10.244.0.24:55183 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000751201s
[INFO] 10.244.0.24:49891 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000754946s
[INFO] 10.244.0.26:59667 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001481451s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:40325->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:49242 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000980672s
[INFO] 10.244.0.26:60348 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000605352s
[INFO] 10.244.0.26:38439 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000654365s
[INFO] 10.244.0.23:36123 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001597834s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:58333->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:58047 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000631371s
[INFO] 10.244.0.23:41675 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000557945s
[INFO] 10.244.0.23:41357 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000497079s
[INFO] 10.244.0.24:45022 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001801103s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:40300->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:52851 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000761942s
[INFO] 10.244.0.24:47903 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000699363s
[INFO] 10.244.0.24:39993 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000545215s
[INFO] 10.244.0.26:58679 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.00216585s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:50781->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:45319 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000722033s
[INFO] 10.244.0.26:33340 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000754084s
[INFO] 10.244.0.26:60300 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000383846s
[INFO] 10.244.0.23:54201 - 13 "AAAA IN postgres. udp 26 false 512" - - 0 2.001153602s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:37794->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:37929 - 14 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000600667s
[INFO] 10.244.0.23:35887 - 15 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000579087s
[INFO] 10.244.0.23:51447 - 16 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000620207s
[INFO] 10.244.0.24:46381 - 17 "A IN postgres. udp 26 false 512" - - 0 2.002529112s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:51712->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:58662 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.001048253s
[INFO] 10.244.0.24:60906 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000631985s
[INFO] 10.244.0.24:51413 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000731936s
[INFO] 10.244.0.26:35028 - 17 "A IN postgres. udp 26 false 512" - - 0 2.002343035s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:34950->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:47228 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000717824s
[INFO] 10.244.0.26:59949 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000637836s
[INFO] 10.244.0.26:54066 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.00094843s
[INFO] 10.244.0.23:45990 - 17 "A IN postgres. udp 26 false 512" - - 0 2.00157424s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:36899->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:56447 - 18 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000702385s
[INFO] 10.244.0.23:43051 - 19 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000771781s
[INFO] 10.244.0.23:59444 - 20 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.001629506s
[INFO] 10.244.0.19:50200 - 467 "TXT IN _grpc_config.localhost.argocd.svc.cluster.local. udp 76 false 1232" NXDOMAIN qr,aa,rd 158 0.000551698s
[INFO] 10.244.0.19:52110 - 10868 "TXT IN _grpc_config.localhost.svc.cluster.local. udp 69 false 1232" NXDOMAIN qr,aa,rd 151 0.000732108s
[INFO] 10.244.0.19:56524 - 19745 "TXT IN _grpc_config.localhost.cluster.local. udp 65 false 1232" NXDOMAIN qr,aa,rd 147 0.00050536s
[INFO] 10.244.0.19:42115 - 54787 "TXT IN _grpc_config.localhost. udp 51 false 1232" NXDOMAIN qr,rd,ra 40 0.033012657s
[INFO] 10.244.0.24:53321 - 21 "A IN postgres. udp 26 false 512" - - 0 2.002013752s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:56032->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:42354 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000397s
[INFO] 10.244.0.24:55174 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000425357s
[INFO] 10.244.0.24:41543 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000483048s
[INFO] 10.244.0.26:44606 - 21 "A IN postgres. udp 26 false 512" - - 0 2.002304484s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:44870->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:40600 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.00040697s
[INFO] 10.244.0.26:59921 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000378298s
[INFO] 10.244.0.26:45821 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000354463s
[INFO] 10.244.0.23:50778 - 21 "A IN postgres. udp 26 false 512" - - 0 2.001147443s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:36133->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:36608 - 22 "A IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000764877s
[INFO] 10.244.0.23:43944 - 23 "A IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000955022s
[INFO] 10.244.0.23:56248 - 24 "A IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000572717s
[INFO] 10.244.0.24:52424 - 25 "A IN postgres. udp 26 false 512" - - 0 2.00132379s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:39976->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:36514 - 25 "A IN postgres. udp 26 false 512" - - 0 2.00179965s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:50675->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:49411 - 25 "A IN postgres. udp 26 false 512" - - 0 2.002322289s
[ERROR] plugin/errors: 2 postgres. A: read udp 10.244.0.16:44699->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:58709 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000385216s
[INFO] 10.244.0.24:56382 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000502784s
[INFO] 10.244.0.24:38664 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000255229s
[INFO] 10.244.0.26:51754 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000557684s
[INFO] 10.244.0.26:49680 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000342828s
[INFO] 10.244.0.26:36648 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000387862s
[INFO] 10.244.0.23:54086 - 2 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000459186s
[INFO] 10.244.0.23:56896 - 3 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000653653s
[INFO] 10.244.0.23:47950 - 4 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000411792s
[INFO] 10.244.0.24:58762 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.001461516s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:36164->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:47410 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000462312s
[INFO] 10.244.0.24:55053 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000344671s
[INFO] 10.244.0.24:54478 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000273893s
[INFO] 10.244.0.26:59791 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.00200655s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:42777->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:60517 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000353087s
[INFO] 10.244.0.26:43903 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000303345s
[INFO] 10.244.0.26:49275 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000338075s
[INFO] 10.244.0.23:60602 - 5 "AAAA IN postgres. udp 26 false 512" - - 0 2.001081967s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:53555->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.23:54079 - 6 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000515921s
[INFO] 10.244.0.23:48078 - 7 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000464997s
[INFO] 10.244.0.23:36965 - 8 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000667036s
[INFO] 10.244.0.24:43174 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.01122287s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:58204->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.24:33414 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000634036s
[INFO] 10.244.0.24:55210 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000353559s
[INFO] 10.244.0.24:46545 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.00050014s
[INFO] 10.244.0.26:34389 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001190976s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:39278->192.168.65.254:53: i/o timeout
[INFO] 10.244.0.26:43915 - 10 "AAAA IN postgres.orderflow.svc.cluster.local. udp 54 false 512" NXDOMAIN qr,aa,rd 147 0.000595439s
[INFO] 10.244.0.26:40665 - 11 "AAAA IN postgres.svc.cluster.local. udp 44 false 512" NXDOMAIN qr,aa,rd 137 0.000639639s
[INFO] 10.244.0.26:48698 - 12 "AAAA IN postgres.cluster.local. udp 40 false 512" NXDOMAIN qr,aa,rd 133 0.000532729s
[INFO] 10.244.0.23:34894 - 9 "AAAA IN postgres. udp 26 false 512" - - 0 2.001362317s
[ERROR] plugin/errors: 2 postgres. AAAA: read udp 10.244.0.16:47302->192.168.65.254:53: i/o timeout
